,Circuit QASM File Name Before Optimization,Circuit QASM File Name After Optimization,Circuit Qubit Count,Compilation Time (seconds),Two-Qubit Gate Count Before Optimization,Two-Qubit Gate Count After Optimization,Two-Qubit Gate Depth Before Optimzation,Two-Qubit Gate Depth After Optimzation,Gate Count Before Optimization,Gate Count After Optimization,Gate Set Before Optimization,Gate Set After Optimization,Partitioner,Optimization Algorithm,Optimization Algorithm Success Threshold,Optimization Algorithm Replace Filter,Partitioner Block Size,Multistart Value,Average Number of Gates in Each Partition Before Optimization,Average Number of Gates in Each Partition After Optimization,Average Number of Two-Qubit Gates in Each Partition Before Optimization,Average Number of Two-Qubit Gates in Each Partition After Optimization,Optimization Level,Randomly Generated Circuit,Framework
155,bqskit_dtc_13_7.2314_72314,bqskit_dtc_13_7.2314_72314_OptimizationLevel3,13,0.018279790878295,12,24,2,4,38,113,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
156,bqskit_dtc_13_3.3453_33453,bqskit_dtc_13_3.3453_33453_1e-08_ScanPartitioner3_QSearch,13,3.99460768699646,12,24,2,4,38,114,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.333333333333333,23.0,2.0,4.0,,False,BQSkit
157,bqskit_dtc_13_3.3453_33453,bqskit_dtc_13_3.3453_33453_1e-08_ScanPartitioner3_LEAP,13,3.681146621704101,12,24,2,4,38,114,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.333333333333333,24.666666666666668,2.0,4.333333333333333,,False,BQSkit
158,bqskit_dtc_13_3.3453_33453,bqskit_dtc_13_3.3453_33453_OptimizationLevel3,13,0.018755674362182003,12,24,2,4,38,113,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
159,bqskit_dtc_31_8.9749_89749,bqskit_dtc_31_8.9749_89749_1e-08_ScanPartitioner3_QSearch,31,3.976508855819702,30,60,2,4,92,276,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.133333333333334,23.0,2.0,4.0,,False,BQSkit
160,bqskit_dtc_31_8.9749_89749,bqskit_dtc_31_8.9749_89749_1e-08_ScanPartitioner3_LEAP,31,10.321008443832397,30,60,2,4,92,276,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.133333333333334,23.666666666666668,2.0,4.133333333333334,,False,BQSkit
161,bqskit_dtc_31_8.9749_89749,bqskit_dtc_31_8.9749_89749_OptimizationLevel3,31,0.18508863449096602,30,60,2,4,92,275,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
162,bqskit_dtc_20_1.144_11440,bqskit_dtc_20_1.144_11440_1e-08_ScanPartitioner3_QSearch,20,5.070555686950684,19,38,2,4,59,177,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,5.9,22.0,1.9,3.8,,False,BQSkit
163,bqskit_dtc_20_1.144_11440,bqskit_dtc_20_1.144_11440_1e-08_ScanPartitioner3_LEAP,20,4.19563102722168,19,38,2,4,59,177,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,5.9,22.0,1.9,3.8,,False,BQSkit
164,bqskit_dtc_20_1.144_11440,bqskit_dtc_20_1.144_11440_OptimizationLevel3,20,0.024563789367675,19,38,2,4,59,176,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
165,bqskit_dtc_31_7.7729_77729,bqskit_dtc_31_7.7729_77729_1e-08_ScanPartitioner3_QSearch,31,-2.343754291534424,30,60,2,4,92,276,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.133333333333334,23.0,2.0,4.0,,False,BQSkit
166,bqskit_dtc_31_7.7729_77729,bqskit_dtc_31_7.7729_77729_1e-08_ScanPartitioner3_LEAP,31,4.365555286407471,30,60,2,4,92,276,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.133333333333334,24.666666666666668,2.0,4.333333333333333,,False,BQSkit
